"","vote","age","occupation_oesch","occupation_oesch_5","own_rent","sub_class","election","prov","quebec","degree","income_tertile","male","weight","ideology","cps25_employment","education","vote2","sub_class2","obj_class2","concordance","occupation_oesch_5_2","conservative"
"147","Liberal",45,"Socio-cultural professionals","Higher-grade service","Own","Working Class","2025",6,0,0,2,0,1.04512190818787,0.2,1,3,"Liberal","Working Class","Upper Class","Deflator","Higher-grade service","Non-Conservative"
"148","Conservative",43,"Skilled manual","Skilled workers","Own","Middle Class","2025",8,0,0,1,1,0.758795440196991,0.9,1,3,"Conservative","Middle Class","Working Class","Inflator",NA,"Conservative"
"149",NA,42,NA,NA,"Own","Middle Class","2025",5,1,0,2,0,0.980029702186584,0.4,1,3,NA,"Middle Class",NA,NA,NA,"Non-Conservative"
"150","Liberal",72,NA,NA,"Own","Middle Class","2025",6,0,1,2,0,0.574452638626099,0.5,4,5,"Liberal","Middle Class",NA,NA,NA,"Non-Conservative"
"151","Conservative",64,"Technicians","Lower-grade service","Own","Middle Class","2025",10,0,1,2,1,0.646020889282227,0.6,1,5,"Conservative","Middle Class","Middle Class","Concordant","Lower-grade service","Conservative"
"152","Liberal",72,NA,NA,"Own","Middle Class","2025",7,0,1,2,1,0.558378756046295,0.2,4,5,"Liberal","Middle Class",NA,NA,NA,"Non-Conservative"
"153","Liberal",29,NA,NA,"Rent","Middle Class","2025",6,0,0,1,1,0.831709861755371,0.7,1,4,"Liberal","Middle Class",NA,NA,NA,"Non-Conservative"
"154",NA,71,"Skilled clerks","Skilled workers",NA,"Upper-Middle Class","2025",6,0,0,3,0,0.574452638626099,0.8,4,4,NA,"Upper Class","Middle Class","Inflator",NA,"Non-Conservative"
"155","Liberal",33,"Technical experts","Higher-grade service","Own","Middle Class","2025",10,0,0,2,1,1.12209284305573,0,1,3,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service","Non-Conservative"
"156","Liberal",63,"Self-employed","Self-employed","Own","Working Class","2025",10,0,1,1,1,0.646020889282227,0.2,3,5,"Liberal","Working Class","Upper Class","Deflator","Self-employed","Non-Conservative"
"157","Liberal",30,"Self-employed","Self-employed","Rent","Middle Class","2025",5,1,1,2,0,0.745368242263794,0,3,5,"Liberal","Middle Class","Upper Class","Deflator","Self-employed","Non-Conservative"
"158",NA,40,NA,NA,"Own","Middle Class","2025",5,1,0,NA,1,1.88132548332214,0.5,13,1,NA,"Middle Class",NA,NA,NA,"Non-Conservative"
"159","Bloc",44,"Self-employed","Self-employed","Own","Lower Class","2025",5,1,0,1,1,1.88132548332214,0.6,3,2,"Bloc","Working Class","Working Class","Concordant","Self-employed","Non-Conservative"
"160",NA,27,NA,NA,"Rent","Middle Class","2025",6,0,0,NA,0,2.09702253341675,NA,7,1,NA,"Middle Class",NA,NA,NA,"Non-Conservative"
"161","Liberal",55,"Skilled clerks","Skilled workers","Own","Middle Class","2025",6,0,0,2,0,1.73609721660614,0.2,1,2,"Liberal","Middle Class","Middle Class","Concordant",NA,"Non-Conservative"
"162",NA,65,NA,NA,"Own","Middle Class","2025",8,0,1,3,0,0.398601293563843,0.5,4,5,NA,"Middle Class",NA,NA,NA,"Non-Conservative"
"163","Conservative",59,"Higher-grade managers","Higher-grade service","Rent","Middle Class","2025",6,0,0,2,0,0.658066034317017,0.7,1,4,"Conservative","Middle Class","Upper Class","Deflator","Higher-grade service","Conservative"
"164","Liberal",80,"Higher-grade managers","Higher-grade service","Own","Upper-Middle Class","2025",6,0,1,2,1,1.33536422252655,0.6,2,5,"Liberal","Upper Class","Upper Class","Concordant","Higher-grade service","Non-Conservative"
"165","Liberal",55,NA,NA,"Own","Middle Class","2025",6,0,0,2,0,0.94628643989563,0.3,1,3,"Liberal","Middle Class",NA,NA,NA,"Non-Conservative"
"166","Liberal",65,NA,NA,"Rent","Lower Class","2025",2,0,0,1,0,0.69418478012085,0.1,4,3,"Liberal","Working Class",NA,NA,NA,"Non-Conservative"
"167","Liberal",48,"Lower-grade managers","Lower-grade service","Own","Middle Class","2025",5,1,0,2,1,1.0254453420639,0.4,1,3,"Liberal","Middle Class","Middle Class","Concordant","Lower-grade service","Non-Conservative"
"168","NDP",70,"Self-employed","Self-employed","Own","Middle Class","2025",5,1,1,2,0,0.538674652576447,0.4,3,5,"NDP","Middle Class","Upper Class","Deflator","Self-employed","Non-Conservative"
"169","Liberal",68,"Socio-cultural professionals","Higher-grade service","Own","Upper-Middle Class","2025",5,1,1,2,1,0.563637375831604,0.3,11,5,"Liberal","Upper Class","Upper Class","Concordant","Higher-grade service","Non-Conservative"
"170",NA,32,"Self-employed","Self-employed","Rent","Middle Class","2025",9,0,0,1,1,2.50708627700806,NA,3,1,NA,"Middle Class","Working Class","Inflator","Self-employed","Non-Conservative"
"171","Liberal",66,NA,NA,"Own","Working Class","2025",5,1,0,2,0,0.538674652576447,0.5,4,4,"Liberal","Working Class",NA,NA,NA,"Non-Conservative"
"172","Bloc",74,"Technicians","Lower-grade service","Own","Working Class","2025",5,1,0,1,1,0.810499787330627,0.4,4,3,"Bloc","Working Class","Middle Class","Deflator","Lower-grade service","Non-Conservative"
"173","Liberal",62,"Skilled service","Skilled workers","Own","Working Class","2025",6,0,1,2,1,0.68856155872345,0.5,4,5,"Liberal","Working Class","Middle Class","Deflator",NA,"Non-Conservative"
"174","NDP",37,"Higher-grade managers","Higher-grade service","Own","Middle Class","2025",10,0,1,3,1,0.713494956493378,0.5,1,5,"NDP","Middle Class","Upper Class","Deflator","Higher-grade service","Non-Conservative"
"175","Liberal",71,"Socio-cultural professionals","Higher-grade service","Own","Middle Class","2025",10,0,1,2,0,0.538961887359619,0.2,4,5,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service","Non-Conservative"
"176","Liberal",22,NA,NA,NA,"Middle Class","2025",3,0,0,2,1,0.788815319538116,0.2,6,4,"Liberal","Middle Class",NA,NA,NA,"Non-Conservative"
"177",NA,56,"Skilled service","Skilled workers","Rent","Middle Class","2025",5,1,0,2,NA,0.304739952087402,0.6,1,3,NA,"Middle Class","Middle Class","Concordant",NA,"Non-Conservative"
"178","Liberal",61,NA,NA,"Own","Middle Class","2025",6,0,0,2,1,0.990138351917267,0.6,1,3,"Liberal","Middle Class",NA,NA,NA,"Non-Conservative"
"179","Liberal",23,NA,NA,"Own","Middle Class","2025",9,0,1,2,0,0.908220827579498,0.1,2,5,"Liberal","Middle Class",NA,NA,NA,"Non-Conservative"
"180","Liberal",64,NA,NA,"Own","Working Class","2025",5,1,0,1,1,1.70341169834137,NA,4,2,"Liberal","Working Class",NA,NA,NA,"Non-Conservative"
"181","Liberal",34,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Middle Class","2025",9,0,1,2,0,0.908220827579498,0.4,1,5,"Liberal","Middle Class","Middle Class","Concordant","Lower-grade service","Non-Conservative"
"182","Liberal",81,NA,NA,"Rent","Upper-Middle Class","2025",5,1,1,2,0,1.19673717021942,0.8,4,5,"Liberal","Upper Class",NA,NA,NA,"Non-Conservative"
"183","Conservative",75,"Skilled clerks","Skilled workers","Own","Middle Class","2025",6,0,0,2,0,0.826051950454712,1,4,3,"Conservative","Middle Class","Middle Class","Concordant",NA,"Conservative"
"184",NA,61,"Skilled clerks","Skilled workers","Rent","Working Class","2025",5,1,0,2,0,1.62796986103058,0.1,1,2,NA,"Working Class","Middle Class","Deflator",NA,"Non-Conservative"
"185","Conservative",45,NA,NA,NA,"Middle Class","2025",6,0,0,NA,0,1.04512190818787,NA,2,3,"Conservative","Middle Class",NA,NA,NA,"Conservative"
"186","Liberal",30,"Lower-grade managers","Lower-grade service","Own","Middle Class","2025",6,0,1,3,0,0.794874489307404,0.2,1,5,"Liberal","Middle Class","Middle Class","Concordant","Lower-grade service","Non-Conservative"
"187","Conservative",79,NA,NA,"Own","Middle Class","2025",2,0,1,1,0,0.48274964094162,0.6,4,5,"Conservative","Middle Class",NA,NA,NA,"Conservative"
"188","Liberal",46,"Lower-grade managers","Lower-grade service","Own","Middle Class","2025",5,1,0,1,0,0.980029702186584,0.3,1,3,"Liberal","Middle Class","Middle Class","Concordant","Lower-grade service","Non-Conservative"
"189",NA,49,NA,NA,NA,"Lower Class","2025",4,0,0,NA,0,1.78901088237762,NA,5,2,NA,"Working Class",NA,NA,NA,"Non-Conservative"
"190","Conservative",47,"Low-skilled service","Unskilled workers","Own","Upper-Middle Class","2025",6,0,1,3,1,0.760478734970093,0.8,1,5,"Conservative","Upper Class","Working Class","Inflator",NA,"Conservative"
"191","Liberal",36,"Higher-grade managers","Higher-grade service","Own","Middle Class","2025",5,1,1,3,1,0.713114678859711,0.4,1,5,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service","Non-Conservative"
"192","Liberal",40,"Lower-grade managers","Lower-grade service","Own","Lower Class","2025",6,0,0,1,1,2.00628042221069,0.6,1,2,"Liberal","Working Class","Middle Class","Deflator","Lower-grade service","Non-Conservative"
"193","Liberal",56,"Higher-grade managers","Higher-grade service","Own","Working Class","2025",10,0,1,2,1,0.646020889282227,0.2,1,5,"Liberal","Working Class","Upper Class","Deflator","Higher-grade service","Non-Conservative"
"194","Bloc",61,"Higher-grade managers","Higher-grade service","Own","Middle Class","2025",5,1,0,1,0,0.887349963188171,0.3,12,3,"Bloc","Middle Class","Upper Class","Deflator","Higher-grade service","Non-Conservative"
"195","Liberal",21,"Low-skilled manual","Unskilled workers","Rent","Middle Class","2025",6,0,0,1,1,0.831709861755371,0.4,6,4,"Liberal","Middle Class","Working Class","Inflator",NA,"Non-Conservative"
"196","NDP",33,"Higher-grade managers","Higher-grade service","Own","Middle Class","2025",5,1,1,3,0,0.745368242263794,0.6,1,5,"NDP","Middle Class","Upper Class","Deflator","Higher-grade service","Non-Conservative"
"197","Liberal",43,"Skilled service","Skilled workers","Own","Working Class","2025",6,0,0,1,0,0.726798176765442,0.3,1,4,"Liberal","Working Class","Middle Class","Deflator",NA,"Non-Conservative"
"198","Bloc",74,NA,NA,"Own","Upper-Middle Class","2025",5,1,1,2,0,0.538674652576447,0.3,11,5,"Bloc","Upper Class",NA,NA,NA,"Non-Conservative"
"199","Liberal",35,"Low-skilled manual","Unskilled workers","Rent","Working Class","2025",NA,NA,0,1,0,NA,0.5,2,3,"Liberal","Working Class","Working Class","Concordant",NA,"Non-Conservative"
"200",NA,33,NA,NA,"Own","Middle Class","2025",6,0,1,2,1,0.831709861755371,0.3,1,5,NA,"Middle Class",NA,NA,NA,"Non-Conservative"
"201","Liberal",65,NA,NA,"Own","Middle Class","2025",3,0,0,2,1,0.819755136966705,0.3,4,3,"Liberal","Middle Class",NA,NA,NA,"Non-Conservative"
"202","Liberal",48,NA,NA,"Own","Upper-Middle Class","2025",6,0,1,3,0,0.726798176765442,0.3,1,5,"Liberal","Upper Class",NA,NA,NA,"Non-Conservative"
"203","Conservative",44,"Skilled clerks","Skilled workers","Own","Working Class","2025",9,0,1,2,0,0.830437064170837,0.9,1,5,"Conservative","Working Class","Middle Class","Deflator",NA,"Conservative"
"204","Conservative",61,"Skilled service","Skilled workers","Own","Middle Class","2025",6,0,1,2,1,0.68856155872345,0.7,2,5,"Conservative","Middle Class","Middle Class","Concordant",NA,"Conservative"
"205","Conservative",55,"Socio-cultural (semi-professionals)","Lower-grade service","Own","Working Class","2025",6,0,0,NA,0,0.94628643989563,0.9,1,3,"Conservative","Working Class","Middle Class","Deflator","Lower-grade service","Conservative"
"206","Liberal",38,"Lower-grade managers","Lower-grade service","Rent","Middle Class","2025",6,0,1,2,0,0.726798176765442,NA,5,5,"Liberal","Middle Class","Middle Class","Concordant","Lower-grade service","Non-Conservative"
"207",NA,51,NA,NA,NA,"Middle Class","2025",8,0,0,NA,0,0.656609416007996,NA,4,3,NA,"Middle Class",NA,NA,NA,"Non-Conservative"
"208","Liberal",82,NA,NA,"Rent","Middle Class","2025",6,0,0,1,0,1.27622270584106,0.2,4,4,"Liberal","Middle Class",NA,NA,NA,"Non-Conservative"
"209","Liberal",29,NA,NA,"Rent","Middle Class","2025",5,1,0,2,0,1.0718252658844,NA,1,3,"Liberal","Middle Class",NA,NA,NA,"Non-Conservative"
"210","Liberal",47,NA,NA,"Own","Upper-Middle Class","2025",5,1,0,2,1,0.713114678859711,0.3,1,4,"Liberal","Upper Class",NA,NA,NA,"Non-Conservative"
"211","Liberal",61,NA,NA,"Own","Working Class","2025",6,0,0,1,1,1.81654977798462,0.4,1,2,"Liberal","Working Class",NA,NA,NA,"Non-Conservative"
"212","Liberal",64,"Self-employed","Self-employed","Own","Middle Class","2025",6,0,0,2,1,1.81654977798462,0.2,3,2,"Liberal","Middle Class","Working Class","Inflator","Self-employed","Non-Conservative"
"213","Conservative",45,"Skilled clerks","Skilled workers","Rent","Working Class","2025",6,0,0,3,0,1.04512190818787,0.5,1,3,"Conservative","Working Class","Middle Class","Deflator",NA,"Conservative"
"214","Conservative",69,NA,NA,"Rent","Lower Class","2025",10,0,0,1,1,0.810931980609894,0.5,4,3,"Conservative","Working Class",NA,NA,NA,"Conservative"
"215","Liberal",73,NA,NA,"Own","Middle Class","2025",9,0,0,2,0,0.656367599964142,0.4,4,4,"Liberal","Middle Class",NA,NA,NA,"Non-Conservative"
"216","Liberal",54,"Socio-cultural professionals","Higher-grade service","Own","Middle Class","2025",10,0,1,2,0,0.617409527301788,0.1,1,5,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service","Non-Conservative"
"217","Conservative",65,"Technical experts","Higher-grade service","Own","Working Class","2025",8,0,0,2,1,1.10031378269196,0.8,2,2,"Conservative","Working Class","Upper Class","Deflator","Higher-grade service","Conservative"
"218","Conservative",33,"Skilled clerks","Skilled workers","Rent","Upper-Middle Class","2025",5,1,1,2,1,0.779909372329712,0.8,1,5,"Conservative","Upper Class","Middle Class","Inflator",NA,"Conservative"
"219",NA,48,"Higher-grade managers","Higher-grade service","Own","Middle Class","2025",8,0,1,2,1,0.527681112289429,0.4,1,5,NA,"Middle Class","Upper Class","Deflator","Higher-grade service","Non-Conservative"
"220","Liberal",25,"Higher-grade managers","Higher-grade service","Rent","Middle Class","2025",5,1,1,2,0,0.745368242263794,0.3,1,5,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service","Non-Conservative"
"221","Conservative",67,NA,NA,"Own","Middle Class","2025",6,0,1,2,1,0.601073384284973,0.7,4,5,"Conservative","Middle Class",NA,NA,NA,"Conservative"
"222",NA,69,NA,NA,"Rent",NA,"2025",6,0,0,1,1,0.864332020282745,NA,4,3,NA,NA,NA,NA,NA,"Non-Conservative"
"223","Liberal",64,NA,NA,NA,"Lower Class","2025",8,0,0,1,1,0.687037408351898,0.3,4,3,"Liberal","Working Class",NA,NA,NA,"Non-Conservative"
"224","Conservative",63,"Skilled clerks","Skilled workers","Own","Upper-Middle Class","2025",6,0,0,2,1,0.990138351917267,0.8,4,3,"Conservative","Upper Class","Middle Class","Inflator",NA,"Conservative"
"225","Conservative",80,"Skilled clerks","Skilled workers","Own","Middle Class","2025",6,0,0,1,0,3.36690640449524,0.6,4,2,"Conservative","Middle Class","Middle Class","Concordant",NA,"Conservative"
"226",NA,70,NA,NA,"Own",NA,"2025",5,1,0,1,NA,0.488051354885101,NA,4,2,NA,NA,NA,NA,NA,"Non-Conservative"
"227","Liberal",36,NA,NA,"Rent","Lower Class","2025",6,0,0,1,1,0.760478734970093,0.3,8,4,"Liberal","Working Class",NA,NA,NA,"Non-Conservative"
"228","Liberal",66,NA,NA,"Own","Working Class","2025",5,1,0,1,1,1.48697733879089,0,4,2,"Liberal","Working Class",NA,NA,NA,"Non-Conservative"
"229",NA,34,NA,NA,"Rent","Working Class","2025",8,0,0,1,0,0.793115019798279,NA,5,3,NA,"Working Class",NA,NA,NA,"Non-Conservative"
"230","Conservative",62,NA,NA,"Own","Middle Class","2025",10,0,0,1,0,0.887823164463043,0.5,8,3,"Conservative","Middle Class",NA,NA,NA,"Conservative"
"231","Conservative",47,NA,NA,"Own","Middle Class","2025",5,1,1,2,0,0.68153178691864,0.5,1,5,"Conservative","Middle Class",NA,NA,NA,"Conservative"
"232","Conservative",45,"Self-employed","Self-employed","Own","Middle Class","2025",10,0,1,2,1,0.713494956493378,0.6,3,5,"Conservative","Middle Class","Upper Class","Deflator","Self-employed","Conservative"
"233","Liberal",49,NA,NA,"Rent","Working Class","2025",6,0,0,2,0,1.04512190818787,0.5,1,3,"Liberal","Working Class",NA,NA,NA,"Non-Conservative"
"234","Conservative",34,"Self-employed","Self-employed","Rent",NA,"2025",6,0,0,1,1,0.831709861755371,0.3,3,4,"Conservative",NA,"Middle Class",NA,"Self-employed","Conservative"
"235","Liberal",44,NA,NA,"Own",NA,"2025",6,0,1,1,1,0.760478734970093,NA,1,5,"Liberal",NA,NA,NA,NA,"Non-Conservative"
"236",NA,62,NA,NA,"Own","Middle Class","2025",6,0,0,3,1,0.990138351917267,NA,4,3,NA,"Middle Class",NA,NA,NA,"Non-Conservative"
"237",NA,21,NA,NA,"Own","Middle Class","2025",6,0,0,2,1,2.19420099258423,0.6,6,2,NA,"Middle Class",NA,NA,NA,"Non-Conservative"
"238","Conservative",32,NA,NA,"Own","Middle Class","2025",2,0,0,2,1,1.00506162643433,0.6,2,3,"Conservative","Middle Class",NA,NA,NA,"Conservative"
"239","Conservative",55,"Self-employed","Self-employed","Own","Middle Class","2025",5,1,1,2,1,0.645676612854004,1,3,5,"Conservative","Middle Class","Upper Class","Deflator","Self-employed","Conservative"
"240","Conservative",64,"Higher-grade managers","Higher-grade service","Rent",NA,"2025",10,0,0,1,0,1.62883794307709,0.9,4,2,"Conservative",NA,"Upper Class",NA,"Higher-grade service","Conservative"
"241","Liberal",32,"Skilled service","Skilled workers","Rent","Middle Class","2025",10,0,0,1,1,1.12209284305573,0.4,2,3,"Liberal","Middle Class","Middle Class","Concordant",NA,"Non-Conservative"
"242",NA,50,NA,NA,"Own","Working Class","2025",1,0,0,1,0,1.90982735157013,0.7,5,1,NA,"Working Class",NA,NA,NA,"Non-Conservative"
"243","Green",23,NA,NA,NA,NA,"2025",6,0,0,1,0,0.794874489307404,0.8,6,4,NA,NA,NA,NA,NA,"Non-Conservative"
"244","Liberal",66,NA,NA,"Own","Upper-Middle Class","2025",10,0,1,2,0,0.538961887359619,0.5,4,5,"Liberal","Upper Class",NA,NA,NA,"Non-Conservative"
"245",NA,40,NA,NA,"Own","Middle Class","2025",5,1,1,2,0,0.68153178691864,NA,1,5,NA,"Middle Class",NA,NA,NA,"Non-Conservative"
"246","Liberal",52,NA,NA,"Own","Middle Class","2025",6,0,1,2,0,0.658066034317017,0.4,1,5,"Liberal","Middle Class",NA,NA,NA,"Non-Conservative"
"247","Conservative",65,"Self-employed","Self-employed","Own","Middle Class","2025",9,0,0,3,1,0.987582862377167,0.7,3,3,"Conservative","Middle Class","Middle Class","Concordant","Self-employed","Conservative"
"248","NDP",28,NA,NA,"Rent","Lower Class","2025",7,0,1,1,0,0.73841404914856,0,7,5,"NDP","Working Class",NA,NA,NA,"Non-Conservative"
"249","Liberal",57,"Lower-grade managers","Lower-grade service","Own","Middle Class","2025",10,0,0,2,0,1.62883794307709,0.3,1,2,"Liberal","Middle Class","Middle Class","Concordant","Lower-grade service","Non-Conservative"
"250",NA,30,"Skilled clerks","Skilled workers","Rent","Lower Class","2025",6,0,0,2,0,1.14301443099976,NA,1,3,NA,"Working Class","Middle Class","Deflator",NA,"Non-Conservative"
"251","Liberal",53,NA,NA,"Rent","Middle Class","2025",5,1,0,3,0,0.887349963188171,NA,1,3,"Liberal","Middle Class",NA,NA,NA,"Non-Conservative"
"252",NA,22,"Technicians","Lower-grade service","Own","Middle Class","2025",5,1,0,2,0,1.0718252658844,NA,9,3,NA,"Middle Class","Middle Class","Concordant","Lower-grade service","Non-Conservative"
"253","Conservative",59,"Higher-grade managers","Higher-grade service","Own","Working Class","2025",9,0,0,2,1,1.13132870197296,NA,1,3,"Conservative","Working Class","Upper Class","Deflator","Higher-grade service","Conservative"
"254","Conservative",37,NA,NA,"Own","Upper-Middle Class","2025",5,1,0,3,1,1.0254453420639,0.4,1,3,"Conservative","Upper Class",NA,NA,NA,"Conservative"
"255","Liberal",81,"Technical experts","Higher-grade service","Own","Middle Class","2025",3,0,1,2,1,1.26649439334869,0.3,4,5,"Liberal","Middle Class","Upper Class","Deflator","Higher-grade service","Non-Conservative"
